"Type";"Title";"Authors";"Topics";"Journal";"Year";"DOI";"ISSN";"Abstract";"Note";"ISBN"
"article";"Social network analysis of biomedical research collaboration networks in a CTSA institution";"Bian, J, Xie, M, Topaloglu, U, Hudson, T, Eswaran, H, Hogan, W";"Research collaboration network Network analysis Clinical and Translational Science Award CTSA Link prediction Influential node Small-world";"JOURNAL OF BIOMEDICAL INFORMATICS";"2014";"10.1016/j.jbi.2014.01.015";"1532-0464";"Background: The popularity of social networks has triggered a number of research efforts on network analyses of research collaborations in the Clinical and Translational Science Award (CTSA) community. Those studies mainly focus on the general understanding of collaboration networks by measuring common network metrics. More fundamental questions about collaborations still remain unanswered such as recognizing ``influential nodes and identifying potential new collaborations that are most rewarding. Methods: We analyzed biomedical research collaboration networks (RCNs) constructed from a dataset of research grants collected at a CTSA institution (i.e., University of Arkansas for Medical Sciences (UAMS)) in a comprehensive and systematic manner. First, our analysis covers the full spectrum of a RCN study: from network modeling to network characteristics measurement, from key nodes recognition to potential links (collaborations) suggestion. Second, our analysis employs non-conventional model and techniques including a weighted network model for representing collaboration strength, rank aggregation for detecting important nodes, and Random Walk with Restart (RWR) for suggesting new research collaborations. Results: By applying our models and techniques to RCNs at UAMS prior to and after the CTSA, we have gained valuable insights that not only reveal the temporal evolution of the network dynamics but also assess the effectiveness of the CTSA and its impact on a research institution. We find that collaboration networks at UAMS are not scale-free but small-world. Quantitative measures have been obtained to evident that the RCNs at UAMS are moving towards favoring multidisciplinary research. Moreover, our link prediction model creates the basis of collaboration recommendations with an impressive accuracy (AUC: 0.990, MAP@3: 1.48 and MAP@5: 1.522). Last but not least, an open-source visual analytical tool for RCNs is being developed and released through Gi thub. Conclusions: Through this study, we have developed a set of techniques and tools for analyzing research collaboration networks and conducted a comprehensive case study focusing on a CTSA institution. Our findings demonstrate the promising future of these techniques and tools in understanding the generative mechanisms of research collaborations and helping identify beneficial collaborations to members in the research community. Published by Elsevier Inc.";" ";" "
"article";"Associating co-authorship patterns with publications in high-impact journals";"Bales, M, Dine, D, Merrill, J, Johnson, S, Bakken, S, Weng, C";"Co-authorship patterns Social networking MEDLINE Journal impact factor Evaluation";"JOURNAL OF BIOMEDICAL INFORMATICS";"2014";"10.1016/j.jbi.2014.07.015";"1532-0464";"Objectives: To develop a method for investigating co-authorship patterns and author team characteristics associated with the publications in high-impact journals through the integration of public MEDLINE data and institutional scientific profile data. Methods: For all current researchers at Columbia University Medical Center, we extracted their publications from MEDLINE authored between years 2007 and 2011 and associated journal impact factors, along with author academic ranks and departmental affiliations obtained from Columbia University Scientific Profiles (CUSP). Chi-square tests were performed on co-authorship patterns, with Bonferroni correction for multiple comparisons, to identify team composition characteristics associated with publication impact factors. We also developed co-authorship networks for the 25 most prolific departments between years 2002 and 2011 and counted the internal and external authors, inter-connectivity, and centrality of each department. Results: Papers with at least one author from a basic science department are significantly more likely to appear in high-impact journals than papers authored by those from clinical departments alone. Inclusion of at least one professor on the author list is strongly associated with publication in high-impact journals, as is inclusion of at least one research scientist. Departmental and disciplinary differences in the ratios of within- to outside-department collaboration and overall network cohesion are also observed. Conclusions: Enrichment of co-authorship patterns with author scientific profiles helps uncover associations between author team characteristics and appearance in high-impact journals. These results may offer implications for mentoring junior biomedical researchers to publish on high-impact journals, as well as for evaluating academic progress across disciplines in modern academic medical centers. (C) 2014 Elsevier Inc. All rights reserved.";" ";" "
"article";"Network analysis to evaluate cross-disciplinary research collaborations-the Human Sensing Research Center, Korea";"Yang, C, Heo, J";"network analysis network topology group research support research collaboration networks Science/Engineering Research Center program";"SCIENCE AND PUBLIC POLICY";"2014";"10.1093/scipol/scu007";"0302-3427";"Government-funded research collaborations have received increased attention in science and engineering policies. Public support programs designed to encourage group research efforts by university research centers may have direct/indirect effects on the way they build cross-disciplinary linkages and research collaboration networks. We present empirical evidence on how the group research support program affects the formation of research collaboration networks. This study utilized a method of network analysis as an evaluation tool to address whether the Science/Engineering Research Center program, the first government-sponsored university research center program in Korea, has been successful in forming research collaboration networks that promote cross-disciplinary group research activities. The results shows that the research collaboration networks are implemented by the group research support program as intended. They lead to relational dynamics which promote dissemination of knowledge across a broad range of research fields and combine research activities related to the different science and engineering capabilities and expertise.";" ";" "
"article";"How to evaluate the degree of interdisciplinarity of an institution?";"Cassi, L, Mescheba, W, Turckheim, E";"Interdisciplinary research Indicators Stirling index decomposition Inertia of a set of weighted points Asymptotic distribution of indicators Statistical tests";"SCIENTOMETRICS";"2014";"10.1007/s11192-014-1280-0";"0138-9130";"The Stirling index of the set of references of the corpus documents is widely used in the literature on interdisciplinary research and is defined as the integration score of the corpus under study. Such an indicator is relevant at the scale of a research institution, however, there is a gap between the integration scores of individual documents, and a global score computed on the whole set of references. The difference between the global index and the average of individual document indexes carries another relevant information about the corpus: it measures the diversity between the reference profiles of the corpus documents. It is, therefore, named between article index whereas the average of the individual article indexes is called within article index. The statistical properties of these two indexes as well as of the global index are derived from a general approximation method for distributions and lead to statistical tests which can be used to make meaningful comparisons between an institution indexes and benchmark values. The two dimensions of the global index provide a more acute information on the interdisciplinary practices of an institution researchers in a given research domain and is, therefore, likely to contribute to strategic and management issues.";" ";" "
"article";"Experiences with Transdisciplinary Research";"Zscheischler, J, Rogga, S, Weith, T";"transdisciplinarity collaborative research sustainability land management complexity";"SYSTEMS RESEARCH AND BEHAVIORAL SCIENCE";"2014";"10.1002/sres.2274";"1092-7026";"Research for Sustainable Land Management appears to be a designated field for a transdiciplinary approach. Because of the number of involved scientific disciplines, stake-holders and target groups, sustainable land management is characterized by a high level of complexity. An integrative understanding is required that goes beyond disciplinary knowledge and sectoral viewpoints, including diverse societal needs, values as well as local knowledge. From April 17th to April 19th 2013, the `Sustainable Land Management funding measure launched by the German Federal Ministry of Education and Research sponsored a status conference in Berlin, Germany, to discuss findings from the first 3 years. This article reports on experiences with and discussion results about transdisciplinary research. Copyright (c) 2014 John Wiley \& Sons, Ltd.";" ";" "
"article";"Discourses of transdisciplinarity-Looking Back to the Future";"Klein, J";"Transdisciplinarity Transcendence Problem-solving Transgression Complexity Contextualization";"FUTURES";"2014";"10.1016/j.futures.2014.08.008";"0016-3287";"The current ascendancy of transdisciplinarity (TD) is marked by an exponential growth of publications, a widening array of contexts, and increased interest across academic, public and private sectors. This investigation traces historical trends, rhetorical claims, and social formations that have shaped three major discourses of TD: transcendence, problem solving, and transgression. In doing so, it also takes account of developments that have emerged or gained traction since the early 21st century when a 2004 issue of Futures on the same topic was being written. The epistemological problem at the heart of the discourse of transcendence is the idea of unity, traced in the West to ancient Greece. The emergence of transdisciplinarity was not a complete departure from this historical quest, but it signalled the need for new syntheses at a time of growing fragmentation of knowledge and culture. New synthetic frameworks emerged, including general systems, post/structuralism, feminist theory, and sustainability. New organizations also formed to advance conceptual frameworks aimed at transcending the narrowness of disciplinary worldviews and interdisciplinary combinations of approaches that did not supplant the status quo of academic structure and classification. The discourse of problem solving is not new. It was fundamental to conceptions of interdisciplinarity in the first half of the 20th century. Heightened pressure to solve problems of society, though, fostered growing alignment of TD with solving complex problems as well as trans-sector participation of stakeholders in society and team-based science. The discourse of transgression was forged in critique of the existing system of knowledge and education. TD became aligned with imperatives of cultural critique, sociopolitical movements, and conceptions of post-normal science and wicked problems that break free of reductionist and mechanistic approaches. It also became a recognized premise in interdisciplinary fields, including cultural studies, womens and gender studies, urban studies, and environmental studies. And, calls for TO arrived at a moment of wider crisis in the privileging of dominant forms of knowledge, human rights accountability, and democratic participation. Even with distinct patterns of definition, though, discourses are not air-tight categories. Transcendence was initially an epistemological project, but the claim of transcendence overlaps increasingly with problem solving. The imperatives of transgression also cut across the discourses of transcendence and problem solving. Broadly speaking, though, emphasis is shifting from traditional epistemology to problem solving, from the pre-given to the emergent, and from universality to hybridity and contextuality. (C) 2014 Elsevier Ltd. All rights reserved.";" ";" "
"article";"Interdisciplinarity in Philosophy of Science";"Kaiser, M, Kronfeldner, M, Meunier, R";"Interdisciplinarity Reflective disciplines Collaboration Philosophical styles Complexity Normativity";"JOURNAL FOR GENERAL PHILOSOPHY OF SCIENCE";"2014";"10.1007/s10838-014-9269-1";"0925-4560";"This paper examines various ways in which philosophy of science can be interdisciplinary. It aims to provide a map of relations between philosophy and sciences, some of which are interdisciplinary. Such a map should also inform discussions concerning the question ``How much philosophy is there in the philosophy of science? In Sect. 1, we distinguish between synoptic and collaborative interdisciplinarity. With respect to the latter, we furthermore distinguish between two kinds of reflective forms of collaborative interdisciplinarity. We also briefly explicate how complexity triggers interdisciplinarity. In Sect. 2, we apply the distinctions of Sect. 1 to philosophy of science and analyze in which sense different styles of philosophy of science are interdisciplinary. The styles that we discuss are a synoptic-general, a reflective-general, a reflective-particular, a particular-embedded and a descriptive or normative style.";" ";" "
"article";"Achieving the promise of transdisciplinarity-a critical exploration of the relationship between transdisciplinary research and societal problem solving";"Polk, M";"Transdisciplinary research Sustainability Symmetrical participation";"SUSTAINABILITY SCIENCE";"2014";"10.1007/s11625-014-0247-7";"1862-4065";"Transdisciplinarity is often presented as a way to effectively use scientific research to contribute to societal problem solving for sustainability. The aim of this paper is to critically explore this statement. This is done in two ways. First, a literature survey of transdisciplinary research is used to identify the assumptions that underlie the positive relationship between transdisciplinarity and societal problem solving for sustainability. This mapping identifies the claim that in-depth participation of users and the integration of relevant knowledge from both practice and research in real-world problem contexts produce socially robust results that contribute to sustainability. Second, the ability to live up to this claim is presented and discussed in five case study projects from Mistra Urban Futures, a transdisciplinary center in Goteborg, Sweden. The conclusions show that transdisciplinary processes, which fulfill the above conditions, do produce different types of socially robust knowledge, but this does not necessarily result in the ability to influence change in a sustainable direction. This instead creates a paradox in that the participation of stakeholders and the integration of knowledge from diverse sources require spaces that are both embedded in and insulated from practice and science proper. Such spaces produce results that are not easily aligned with sector-based target groups and formal policy processes. Institutionalizing transdisciplinarity in a boundary organization therefore solves some problems regarding participation and balanced problem ownership. However, it also creates new, hybrid problems, regarding knowledge transfer and scalability, which bridge the boundaries and challenge the praxis of planning and policy making.";" ";" "
"article";"Diffusing through Disciplines-Insiders, Outsiders, and Socially Influenced Citation Behavior";"Lynn, F";" ";"SOCIAL FORCES";"2014";"10.1093/sf/sou069";"0037-7732";"A basic premise of diffusion theories is that actors vary in their susceptibility to social influence and yet little is known about the nature and consequences of such heterogeneity in specific market domains. The present study examines variation in social influence with respect to academic research and citation accumulation. Based on theories of uncertainty, signaling, and legitimacy, the main hypothesis is that disciplinary outsiders are more likely than insiders to cite papers that are already highly cited. The empirical analysis, which spans six disciplines and 13 flagship journals, is based on over 800 articles and the 55,000+ citations they accumulate over a 20-year period. Each citation received is classified with respect to both its timing and the discipline from which it was sent. The results show that the effect of prior citation attention is greater for external citation accumulation even after controlling for the fact that externals adopt later on average than internals. Contrary to intuition, however, outsiders do not appear to uniformly exacerbate citation inequality. The broader implications of this study for diffusion and the sociology of science are discussed in the conclusion.";" ";" "
"article";"Hyperlinks as inter-university collaboration indicators";"Kenekayoro, P, Buckley, K, Thelwall, M";"Collaboration hyperlink analysis machine learning webometrics";"JOURNAL OF INFORMATION SCIENCE";"2014";"10.1177/0165551514534141";"0165-5515";"Collaboration is essential for some types of research, and some agencies include collaboration among the requirements for funding research projects. This makes it important to analyse collaborative research ties. Traditional methods to indicate the extent of collaboration between organizations use co-authorship data in citation databases. Publication data from these databases are not publicly available and can be expensive to access and so hyperlink data has been proposed as an alternative. This paper investigates whether using machine learning methods to filter page types can improve the extent to which hyperlink data can be used to indicate the extent of collaboration between universities. Structured information about research projects extracted from UK and EU funding agency websites, co-authored publications and academic links between universities were analysed to identify if there is any association between the number of hyperlinks connecting two universities, with and without machine learning filtering, and the number of publications they co-authored. An increased correlation was found between the number of inlinks to a universitys website and the extent to which it collaborates with other universities when machine learning techniques were used to filter out apparently irrelevant inlinks.";" ";" "
"article";"Measuring research output and collaboration in South Asian countries";"Uddin, A, Singh, V";"Citation analysis knowledge creation research collaboration research impact scientometrics";"CURRENT SCIENCE";"2014";" ";"0011-3891";"This article presents a scientornetric analysis of academic research output, growth trend, citation \& impact, and research collaboration levels in the South Asian region. The analysis is done on several important parameters such as total research production, global share and rank, subject categories, citation impact, in and out-region citation patterns, and inter-country collaborations. The economic indicators relating to higher education and research for the countries in the region are correlated with the analytical results. It also analyses the research growth and maturity levels for the region. In summary, it tries to map the academic research status in the South Asian region, including details about the countries in the region.";" ";" "
"article";"On the drivers of international collaboration-the impact of informal communication, motivation, and research resources";"Jeong, S, Choi, J, Kim, JY";"Research collaboration R\\&D strategy co-authorship informal communication international collaboration probit estimation";"SCIENCE AND PUBLIC POLICY";"2014";"10.1093/scipol/sct079";"0302-3427";"International collaboration in research activities has been highlighted because it offers higher productivity and has a greater impact than non-international collaboration. Given the importance of international collaboration, researchers make strategic decisions on their collaboration modes in the light of their environments and the expected trade-offs, since long-distance research collaboration entails both costs and benefits. By using national data at the project level, this paper examines the possible factors in international collaboration in various research areas, mainly focusing on research activities by universities. Our empirical results suggest that substantial financial and attentional resources, academic excellence, individual motivation, and active informal communication play significant roles in accomplishing international collaboration. Additionally, this paper refines the understanding of the role of communication and policy in ensuring the most effective use of research resources, helping research managers to promote collaboration in an appropriate decision-making context.";" ";" "
"article";"Investigating returns to scope of research fields in universities";"Abramo, G, DAngelo, C, Di, F";" ";"HIGHER EDUCATION";"2014";"10.1007/s10734-013-9685-x";"0018-1560";"For policy-makers and managers of research organizations, improvement in performance is a constant objective. The potential presence of returns to scope of fields of research could influence decisions in planning the fields of activity of the research organization and the spatial positioning of its researchers in function of their specializations. We investigate the possible presence of returns to scope and the relation between scope of fields in an organization and intensity of interdisciplinary collaboration. The results, from analyzing the scientific collaborations of Italian university researchers over the years 2004-2008, seem to indicate that in general the scope of the research fields has no impact on the productivity of research or the intensity of interdisciplinary collaboration.";" ";" "
"article";"Interdisciplinarity in Sustainability Studies-a Review";"Lam, J, Walker, R, Hills, P";"sustainability studies sustainable development inter-disciplinarity knowledge characteristics institutional characteristics";"SUSTAINABLE DEVELOPMENT";"2014";"10.1002/sd.533";"0968-0802";"This article offers an exploratory and descriptive analysis of the characteristics of interdisciplinary sustainability studies (ISSs). The paper explores the academic and disciplinary nature of inter-disciplinary inquiry and studies themes, imperatives and methodologies, together with institutional characteristics. Our analysis of 70 articles published between 2003 and 2008 suggests that the publication of ISSs is growing and that this effort is largely based upon attempts to integrate aspects of different disciplines. These studies mostly relate to resource management studies and typically adopt qualitative, case study or mixed methodologies. The articles reviewed have a practical orientation, with nearly two-thirds of studies explicitly addressing policy-making issues, and over half cover the orientations, mechanisms and institutions towards peoples participation in decision-making. The research effort is typically made in Europe and North America, and by scholars working in inter-disciplinary teams. The implications of these findings for research in, and the practice of, sustainability studies are discussed in conclusion. Copyright (C) 2012 John Wiley \& Sons, Ltd and ERP Environment.";" ";" "
"article";"Towards dynamic research configurations-a framework for reflection on the contribution of research to policy and innovation processes";"Schut, M, Paassen, A, Leeuwis, C, Klerkx, L";"natural resource management environmental science research policy science-policy interface interdisciplinarity multistakeholder Mode 2 agricultural innovation complex problems";"SCIENCE AND PUBLIC POLICY";"2014";"10.1093/scipol/sct048";"0302-3427";"This paper seeks to contribute to a better understanding of the complex dynamics that shape the contribution of research to policy and innovation processes that address `competing claims on natural resources and their management. Research in the context of competing claims requires strategies that: (1) can cope with high uncertainty and unpredictability; (2) are concerned with understanding the multiple dimensions of the issue at stake; (3) can facilitate change across different scales and levels; (4) include collaboration with different actors and stakeholders; and (5) may imply new roles for research and researchers. This paper reviews and builds upon research approaches to address these challenges. These research approaches are combined in a framework for dynamic research configurations that aims to stimulate reflection among researchers and to promote more embedded, context-sensitive and flexible research strategies.";" ";" "
"article";"The Organization of Interdisciplinary Research-Modes, Drivers and Barriers";"Siedlok, F, Hibbert, P";" ";"INTERNATIONAL JOURNAL OF MANAGEMENT REVIEWS";"2014";"10.1111/ijmr.12016";"1460-8545";"Although the role and management of interdisciplinary research in knowledge development has received plenty of attention in recent years ambiguity remains, often hindering management efforts. To address this issue, this paper provides an integrated review of extant literature on interdisciplinary research. It focuses on integration processes and the main drivers and barriers to different modes of collaborative interdisciplinary research. The authors propose a different approach to considering interdisciplinary integration, based on two factors: the type of knowledge integration; and the durability of the context of that integration. As a result, four modes of interdisciplinary integration are characterized. The authors then consider how different groups of drivers of, and barriers to, interdisciplinary research affect those types of integration. Overall, the paper provides an integrated perspective for researchers, managers and policy-makers concerned with understanding the organization of interdisciplinary research.";" ";" "
"article";"Applying research collaboration as a new way of measuring research performance in Korean universities";"Kim, Y, Lim, H, Lee, S";"Research collaboration UIG collaboration International collaboration Research performance Higher education";"SCIENTOMETRICS";"2014";"10.1007/s11192-013-1095-4";"0138-9130";"The purpose of this study is to explore the possibility of applying research collaboration as a new way of measuring research performance in Korean universities. In this study, we examine whether the activeness of research collaboration between university-government-industry can also enact as a way to measure the research performance aside from the typical indicators such as number of published articles or citations resulted from universities. Also this study focuses to analyze whether such performance differs according to universities characteristics and disciplines. For the analysis of the study, we gathered publication and citation data (2000-2009) of 46 Korean universities that are actively involved in research and analyzed their science citation index-expanded and the social sciences citation index (SSCI) data. Notable findings include (1) Several low ranked universities have shown rapid improvement with their research performance despite the rigid hierarchical characteristic of Korean higher education system, (2) Although universities in Korea are involved in various kinds of collaboration methods, it was evident that such dynamic is not necessarily reflected in existing hierarchy structure, (3) Academic relations with education oriented universities and research oriented universities have different dynamics and patterns in research collaboration, (4) In terms of the collaborative publication rate, private universities collaborate more actively amongst university sector whereas public universities collaborate more with government and industry. (5) Due to the nature of the social science subject itself, it was found that the research in SSCI is inevitably more based on the researchers independence, hence more international collaboration was found amongst researchers in natural science and engineering subjects.";" ";" "
"article";"Variation in research collaboration patterns across academic ranks";"Abramo, G, DAngelo, C, Murgia, G";"Research collaboration Collaboration patterns Academic rank Bibliometrics University Italy";"SCIENTOMETRICS";"2014";"10.1007/s11192-013-1185-3";"0138-9130";"The ability to activate and manage effective collaborations is becoming an increasingly important criteria in policies on academic career advancement. The rise of such policies leads to development of indicators that permit measurement of the propensity to collaborate for academics of different ranks, and to examine the role of several variables in collaboration, first among these being the researchers disciplines. In this work we apply an innovative bibliometric approach based on individual propensity for collaboration to measure the differences in propensity across academic ranks, by discipline and for choice of collaboration forms-intramural, extramural domestic and international. The analysis is based on the scientific production of Italian academics for the period 2006-2010, totaling over 200,000 publications indexed in Web of Science. It shows that assistant professors register a propensity for intramural collaboration that is clearly greater than for professors of higher ranks. Vice versa, the higher ranks, but not quite so clearly, register greater propensity to collaborate at the international level.";" ";" "
"article";"Analyzing interdisciplinarity of technology fusion using knowledge flows of patents";"Ko, N, Yoon, J, Seo, W";"Technology fusion Interdisciplinary trend Patent citation analysis Technological knowledge flow R\\&D planning";"EXPERT SYSTEMS WITH APPLICATIONS";"2014";"10.1016/j.eswa.2013.08.091";"0957-4174";"Despite the importance of identifying industry-wide impact of technology fusion, there are few studies to analyze interdisciplinary trends of technology convergence from an industry-wide perspective. This paper, therefore, presents a procedural method to analyze trends of industry-wide technology fusion by measuring knowledge flows of patents. The method constructs a technological knowledge flow matrix that represents knowledge flows among technology classes, and then extends it to an industry-wide knowledge flow matrix by exploiting the concordance between technology classes and industrial sectors. By computing assessment indicators of technology fusion regarding industrial sectors of a specific technology area, the method outputs a visual map that shows trends of industrial technology fusion. The presented method is illustrated using patents related to the new and renewable energy-based railway technology. We expect that the method will be incorporated into the R\&D planning processes to assist R\&D planners to initiate new R\&D projects with a proper direction. Under these directions, the R\&D projects can create new inventions by converging prominent technologies beyond industrial boundaries. Further, the method has the potential to become a basis of systematic support systems for technology experts to conduct knowledge-intensive technology planning activities. (C) 2013 Elsevier Ltd. All rights reserved.";" ";" "
"article";"Creating and maintaining high-performing collaborative research teams-the importance of diversity and interpersonal skills";"Cheruvelil, K, Soranno, P, Weathers, K, Hanson, P, Goring, S, Filstrup, C, Read, E";" ";"FRONTIERS IN ECOLOGY AND THE ENVIRONMENT";"2014";"10.1890/130001";"1540-9295";"Collaborative research teams are a necessary and desirable component of most scientific endeavors. Effective collaborative teams exhibit important research outcomes, far beyond what could be accomplished by individuals working independently. These teams are made up of researchers who are committed to a common purpose, approach, and performance goals for which they hold themselves mutually accountable. We call such collaborations high-performing collaborative research teams. Here, we share lessons learned from our collective experience working with a wide range of collaborative teams and structure those lessons within a framework developed from literature in business, education, and a relatively new discipline, science of team science. We propose that high-performing collaborative research teams are created and maintained when team diversity (broadly defined) is effectively fostered and interpersonal skills are taught and practiced. Finally, we provide some strategies to foster team functioning and make recommendations for improving the collaborative culture in ecology.";" ";" "
"article";"Management knowledge and the organization of team science in university research centers";"Boardman, C, Ponomariov, B";"University research center cooperative research center University-industry interaction Technology transfer Research collaboration Team science Organized research unit R\\&D management";"JOURNAL OF TECHNOLOGY TRANSFER";"2014";"10.1007/s10961-012-9271-x";"0892-9912";"Increasingly, principal investigators are tasked by funding agencies not only to expand knowledge in a particular field of inquiry, but also to manage and coordinate sets of diverse actors, including researchers with different disciplinary backgrounds and with different institutional affiliations. This paper addresses how principal investigators organize and manage sets of diverse researchers in university research centers. The premise of the paper is that centers possessing ``management knowledgeaEuroas embodied in principal investigators themselves and in colleagues and subordinates (e.g. past experiences in centers, industry, formal management training and professional experience)-will demonstrate different structural and managerial characteristics when compared to centers without management knowledge. Based on interviews and documents for a purposive sample of centers established by the US National Science Foundation, the study investigates the organization and management of centers as a function of the presence and type of management knowledge of the center directors across multiple cases. Implications for addressing common challenges to team science in university research centers and comparable arrangements are discussed.";" ";" "
"article";"International and domestic co-publishing and their citation impact in different disciplines";"Puuska, HM, Muhonen, R, Leino, Y";"Co-publishing Research collaboration Research policy Citation impact";"SCIENTOMETRICS";"2014";"10.1007/s11192-013-1181-7";"0138-9130";"This paper studies disciplinary differences in citation impacts of different types of co-publishing. The citation impacts of international, domestic inter-organizational and domestic intra-organizational co-publications, and single-authored publications, are compared. In particular, we examine the extent to which the number of authors explains the potential differences in citation impacts when compared to the influence of different types of international and domestic collaborations. The analysis is based on Finlands publications in Thomson Reuters Web of Science database in 1990-2008. Finland is a small country, thus, it has fewer opportunities to find collaborators inside own country when compared to larger countries. Finlands science policy has underlined internationalization and research collaboration as key means to increase the quality and impact of Finnish research. This study indicates that both international and domestic co-publishing have steadily increased during the past two decades in all disciplinary groups. International co-publications gain on average more citations than domestic co-publications. In natural sciences and engineering, co-authorship explains only a small proportion of variability in publications citation rates. When the effect of the number of authors is taken into account there are no big differences in citation impacts between international and domestic co-publications. However, international co-publications by ten authors or more gather significantly more citations than other publications. In humanities, the difference in citation impacts between co-authored publications in relation to single-authored publications is significant. However, international co-publications are not on average more highly cited in relation to domestic co-publications in humanities.";" ";" "
"article";"Network structure, distribution and the growth of Chinese international research collaboration";"Niu, F, Qiu, J";"International research collaboration IRC Collaboration network China Field Journal Country";"SCIENTOMETRICS";"2014";"10.1007/s11192-013-1170-x";"0138-9130";"The paper studied 211,946 articles indexed in Thomson Reuterss Web of Science from January 1st 2002 to December 31st 2011, in order to describe the growth and distribution of Chinese international research collaboration (IRC), from the perspective of amount, authors, countries, discipline fields and journals. By applying bibliometric and social network methods, this study provided the collaboration network of countries and fields. The main results were as follow: the number of article increased faster comparing with the stable growth in average annual of IRC degree; the articles collaborated with SAC are 80 \% more than all IRCs; as to the fields, collaboration in Social science is at disadvantage, while the largest field is physics and the fastest field is molecular biology and genetics; mathematics, physics, multidisciplinary and space science had more in fluencies than others in corresponding respective journals; as to the network, USA, as the largest and most important partner, had 30 \% IRC articles, and collaborated with China in all 22 ESI fields.";" ";" "
"article";"Approaches to Preparing Young Scholars for Careers in Interdisciplinary Team Science";"Begg, M, Crumley, G, Fair, A, Martina, C, McCormack, W, Merchant, C, Patino-Sutton, C, Umans, J";" ";"JOURNAL OF INVESTIGATIVE MEDICINE";"2014";" ";"1081-5589";" ";" ";" "
"article";"Interdisciplinary Research Boosted by Serendipity";"Darbellay, F, Moody, Z, Sedooka, A, Steffen, G";" ";"CREATIVITY RESEARCH JOURNAL";"2014";"10.1080/10400419.2014.873653";"1040-0419";"Interdisciplinary research can be defined as the practice of discovering new objects of knowledge beyond disciplinary borders. It often operates through the cross-fertilization and hybridization of concepts, theoretical frameworks, and methodological tools to enable the description, analysis, and understanding of the complexity of objects of study that cannot be reduced to the strict limits imposed by any one discipline. The aim of this article is to take stock of the theoretical and methodological issues involved in the interdisciplinary research process from the perspective of serendipity, which is a creative process of considerable value to science. The intent is to show that the decompartmentalization of disciplines, the ability to decenter and open ones mind to the unexpected are intrinsic to the work of researchers who position themselves between and beyond disciplines. Our contention is that, as a process of discovering with a completely open mind (sine anticipatio mentis) things that are not being searched for, serendipity is thus capable of playing a central role in interdisciplinarity, boosting the exchange of ideas and speeding up their circulation among researchers committed to exploiting the heuristic dimension of the unexpected.";" ";" "
"article";"Interdisciplinarity at the Journal and Specialty Level-the Changing Knowledge Bases of the Journal Cognitive Science";"Leydesdorff, L, Goldstone, R";" ";"JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY";"2014";"10.1002/asi.22953";"2330-1635";"Using the referencing patterns in articles in Cognitive Science over three decades, we analyze the knowledge base of this literature in terms of its changing disciplinary composition. Three periods are distinguished: (A) construction of the interdisciplinary space in the 1980s, (B) development of an interdisciplinary orientation in the 1990s, and (C) reintegration into ``cognitive psychology in the 2000s. The fluidity and fuzziness of the interdisciplinary delineations in the different visualizations can be reduced and clarified using factor analysis. We also explore newly available routines (CorText) to analyze this development in terms of ``tubes using an alluvial map and compare the results with an animation (using ``Visone). The historical specificity of this development can be compared with the development of ``artificial intelligence into an integrated specialty during this same period. Interdisciplinarity should be defined differently at the level of journals and of specialties.";" ";" "
"article";"Predicting highly cited papers-a Method for Early Detection of Candidate Breakthroughs";"Ponomarev, I, Williams, D, Hackett, C, Schnell, J, Haak, L";"Bibliometrics Scientometrics Highly cited papers Breakthrough paper indicator Research management Technological forecasting Science policy";"TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE";"2014";"10.1016/j.techfore.2012.09.017";"0040-1625";"Scientific breakthroughs are rare events, and usually recognized retrospectively. We developed methods for early detection of candidate breakthroughs, based on dynamics of publication citations and used a quantitative approach to identify typical citation patterns of known breakthrough papers and a larger group of highly cited papers. Based on these analyses, we proposed two forecasting models that were validated using statistical methods to derive confidence levels. These findings can be used to inform research portfolio management practices. (C) 2012 Elsevier Inc. All rights reserved.";" ";" "
"article";"Interactive Overlays of Journals and the Measurement of Interdisciplinarity on the Basis of Aggregated Journal-Journal Citations";"Leydesdorff, L, Rafols, I, Chen, C";"knowledge representation";"JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY";"2013";"10.1002/asi.22946";"1532-2882";"Using the option Analyze Results with the Web of Science, one can directly generate overlays onto global journal maps of science. The maps are based on the 10,000+ journals contained in the Journal Citation Reports (JCR) of the Science and Social Sciences Citation Indices (2011). The disciplinary diversity of the retrieval is measured in terms of Rao-Stirlings quadratic entropy (Izsak \& Papp, 1995). Since this indicator of interdisciplinarity is normalized between 0 and 1, interdisciplinarity can be compared among document sets and across years, cited or citing. The colors used for the overlays are based on Blondel, Guillaume, Lambiotte, and Lefebvres (2008) community-finding algorithms operating on the relations among journals included in the JCR. The results can be exported from VOSViewer with different options such as proportional labels, heat maps, or cluster density maps. The maps can also be web-started or animated (e.g., using PowerPoint). The citing dimension of the aggregated journal-journal citation matrix was found to provide a more comprehensive description than the matrix based on the cited archive. The relations between local and global maps and their different functions in studying the sciences in terms of journal literatures are further discussed: Local and global maps are based on different assumptions and can be expected to serve different purposes for the explanation.";" ";" "
