 "publication_type" , "journal_article" , "title" , "publication_year" , "author_name" , "journal_name" , "journal_issue_number" , "journal_volume_number" , "startEndPages" , "publisher_name" , "doi" , "cited_by_article" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1621" , "Harmonizing the Metabolic Syndrome: A Joint Interim Statement of the International Diabetes Federation Task Force on Epidemiology and Prevention; National Heart, Lung, and Blood Institute; American Heart Association; World Heart Federation; International Atherosclerosis Society; and International Association for the Study of Obesity" , "2009" , "Loria - C. M." , "Circulation" , "16" , "120" , "1640--1645" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circulationaha.109.192644" , "https://w3id.org/oc/corpus/br/8242816" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1621" , "Harmonizing the Metabolic Syndrome: A Joint Interim Statement of the International Diabetes Federation Task Force on Epidemiology and Prevention; National Heart, Lung, and Blood Institute; American Heart Association; World Heart Federation; International Atherosclerosis Society; and International Association for the Study of Obesity" , "2009" , "Loria - C. M." , "Circulation" , "16" , "120" , "1640--1645" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circulationaha.109.192644" , "https://w3id.org/oc/corpus/br/8275707" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1621" , "Harmonizing the Metabolic Syndrome: A Joint Interim Statement of the International Diabetes Federation Task Force on Epidemiology and Prevention; National Heart, Lung, and Blood Institute; American Heart Association; World Heart Federation; International Atherosclerosis Society; and International Association for the Study of Obesity" , "2009" , "Smith - S. C." , "Circulation" , "16" , "120" , "1640--1645" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circulationaha.109.192644" , "https://w3id.org/oc/corpus/br/7754342" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1621" , "Harmonizing the Metabolic Syndrome: A Joint Interim Statement of the International Diabetes Federation Task Force on Epidemiology and Prevention; National Heart, Lung, and Blood Institute; American Heart Association; World Heart Federation; International Atherosclerosis Society; and International Association for the Study of Obesity" , "2009" , "Smith - S. C." , "Circulation" , "16" , "120" , "1640--1645" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circulationaha.109.192644" , "https://w3id.org/oc/corpus/br/7831896" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1621" , "Harmonizing the Metabolic Syndrome: A Joint Interim Statement of the International Diabetes Federation Task Force on Epidemiology and Prevention; National Heart, Lung, and Blood Institute; American Heart Association; World Heart Federation; International Atherosclerosis Society; and International Association for the Study of Obesity" , "2009" , "Smith - S. C." , "Circulation" , "16" , "120" , "1640--1645" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circulationaha.109.192644" , "https://w3id.org/oc/corpus/br/7869449" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1621" , "Harmonizing the Metabolic Syndrome: A Joint Interim Statement of the International Diabetes Federation Task Force on Epidemiology and Prevention; National Heart, Lung, and Blood Institute; American Heart Association; World Heart Federation; International Atherosclerosis Society; and International Association for the Study of Obesity" , "2009" , "Smith - S. C." , "Circulation" , "16" , "120" , "1640--1645" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circulationaha.109.192644" , "https://w3id.org/oc/corpus/br/7977485" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1621" , "Harmonizing the Metabolic Syndrome: A Joint Interim Statement of the International Diabetes Federation Task Force on Epidemiology and Prevention; National Heart, Lung, and Blood Institute; American Heart Association; World Heart Federation; International Atherosclerosis Society; and International Association for the Study of Obesity" , "2009" , "Smith - S. C." , "Circulation" , "16" , "120" , "1640--1645" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circulationaha.109.192644" , "https://w3id.org/oc/corpus/br/7997167" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1621" , "Harmonizing the Metabolic Syndrome: A Joint Interim Statement of the International Diabetes Federation Task Force on Epidemiology and Prevention; National Heart, Lung, and Blood Institute; American Heart Association; World Heart Federation; International Atherosclerosis Society; and International Association for the Study of Obesity" , "2009" , "Smith - S. C." , "Circulation" , "16" , "120" , "1640--1645" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circulationaha.109.192644" , "https://w3id.org/oc/corpus/br/8117832" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1621" , "Harmonizing the Metabolic Syndrome: A Joint Interim Statement of the International Diabetes Federation Task Force on Epidemiology and Prevention; National Heart, Lung, and Blood Institute; American Heart Association; World Heart Federation; International Atherosclerosis Society; and International Association for the Study of Obesity" , "2009" , "Smith - S. C." , "Circulation" , "16" , "120" , "1640--1645" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circulationaha.109.192644" , "https://w3id.org/oc/corpus/br/8127213" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1621" , "Harmonizing the Metabolic Syndrome: A Joint Interim Statement of the International Diabetes Federation Task Force on Epidemiology and Prevention; National Heart, Lung, and Blood Institute; American Heart Association; World Heart Federation; International Atherosclerosis Society; and International Association for the Study of Obesity" , "2009" , "Fruchart - J.-C." , "Circulation" , "16" , "120" , "1640--1645" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circulationaha.109.192644" , "https://w3id.org/oc/corpus/br/8275707" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1621" , "Harmonizing the Metabolic Syndrome: A Joint Interim Statement of the International Diabetes Federation Task Force on Epidemiology and Prevention; National Heart, Lung, and Blood Institute; American Heart Association; World Heart Federation; International Atherosclerosis Society; and International Association for the Study of Obesity" , "2009" , "James - W. P. T." , "Circulation" , "16" , "120" , "1640--1645" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circulationaha.109.192644" , "https://w3id.org/oc/corpus/br/7754342" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1621" , "Harmonizing the Metabolic Syndrome: A Joint Interim Statement of the International Diabetes Federation Task Force on Epidemiology and Prevention; National Heart, Lung, and Blood Institute; American Heart Association; World Heart Federation; International Atherosclerosis Society; and International Association for the Study of Obesity" , "2009" , "James - W. P. T." , "Circulation" , "16" , "120" , "1640--1645" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circulationaha.109.192644" , "https://w3id.org/oc/corpus/br/7831896" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1796" , "Genome-Wide Screen for Metabolic Syndrome Susceptibility Loci Reveals Strong Lipid Gene Contribution But No Evidence for Common Genetic Basis for Clustering of Metabolic Syndrome Traits" , "2012" , "Salomaa - V." , "Circulation: Cardiovascular Genetics" , "2" , "5" , "242--249" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circgenetics.111.961482" , "https://w3id.org/oc/corpus/br/7112347" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1796" , "Genome-Wide Screen for Metabolic Syndrome Susceptibility Loci Reveals Strong Lipid Gene Contribution But No Evidence for Common Genetic Basis for Clustering of Metabolic Syndrome Traits" , "2012" , "Salomaa - V." , "Circulation: Cardiovascular Genetics" , "2" , "5" , "242--249" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circgenetics.111.961482" , "https://w3id.org/oc/corpus/br/7412258" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/404806" , "Prevalence of Anti-Peptidylarginine Deiminase Type 4 Antibodies in Rheumatoid Arthritis and Unaffected First-degree Relatives in Indigenous North American Populations" , "2013" , "Ferucci - E. D." , "The Journal of Rheumatology" , "9" , "40" , "1523--1528" , "The Journal of Rheumatology" , "10.3899/jrheum.130293" , "https://w3id.org/oc/corpus/br/404762" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/404806" , "Prevalence of Anti-Peptidylarginine Deiminase Type 4 Antibodies in Rheumatoid Arthritis and Unaffected First-degree Relatives in Indigenous North American Populations" , "2013" , "Ferucci - E. D." , "The Journal of Rheumatology" , "9" , "40" , "1523--1528" , "The Journal of Rheumatology" , "10.3899/jrheum.130293" , "https://w3id.org/oc/corpus/br/2773394" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/404806" , "Prevalence of Anti-Peptidylarginine Deiminase Type 4 Antibodies in Rheumatoid Arthritis and Unaffected First-degree Relatives in Indigenous North American Populations" , "2013" , "Ferucci - E. D." , "The Journal of Rheumatology" , "9" , "40" , "1523--1528" , "The Journal of Rheumatology" , "10.3899/jrheum.130293" , "https://w3id.org/oc/corpus/br/2845548" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/404806" , "Prevalence of Anti-Peptidylarginine Deiminase Type 4 Antibodies in Rheumatoid Arthritis and Unaffected First-degree Relatives in Indigenous North American Populations" , "2013" , "Ferucci - E. D." , "The Journal of Rheumatology" , "9" , "40" , "1523--1528" , "The Journal of Rheumatology" , "10.3899/jrheum.130293" , "https://w3id.org/oc/corpus/br/3646334" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/404806" , "Prevalence of Anti-Peptidylarginine Deiminase Type 4 Antibodies in Rheumatoid Arthritis and Unaffected First-degree Relatives in Indigenous North American Populations" , "2013" , "Darrah - E." , "The Journal of Rheumatology" , "9" , "40" , "1523--1528" , "The Journal of Rheumatology" , "10.3899/jrheum.130293" , "https://w3id.org/oc/corpus/br/404762" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/404806" , "Prevalence of Anti-Peptidylarginine Deiminase Type 4 Antibodies in Rheumatoid Arthritis and Unaffected First-degree Relatives in Indigenous North American Populations" , "2013" , "Darrah - E." , "The Journal of Rheumatology" , "9" , "40" , "1523--1528" , "The Journal of Rheumatology" , "10.3899/jrheum.130293" , "https://w3id.org/oc/corpus/br/2773394" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/404806" , "Prevalence of Anti-Peptidylarginine Deiminase Type 4 Antibodies in Rheumatoid Arthritis and Unaffected First-degree Relatives in Indigenous North American Populations" , "2013" , "Darrah - E." , "The Journal of Rheumatology" , "9" , "40" , "1523--1528" , "The Journal of Rheumatology" , "10.3899/jrheum.130293" , "https://w3id.org/oc/corpus/br/2845548" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/404806" , "Prevalence of Anti-Peptidylarginine Deiminase Type 4 Antibodies in Rheumatoid Arthritis and Unaffected First-degree Relatives in Indigenous North American Populations" , "2013" , "Darrah - E." , "The Journal of Rheumatology" , "9" , "40" , "1523--1528" , "The Journal of Rheumatology" , "10.3899/jrheum.130293" , "https://w3id.org/oc/corpus/br/3646334" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/404806" , "Prevalence of Anti-Peptidylarginine Deiminase Type 4 Antibodies in Rheumatoid Arthritis and Unaffected First-degree Relatives in Indigenous North American Populations" , "2013" , "Smolik - I." , "The Journal of Rheumatology" , "9" , "40" , "1523--1528" , "The Journal of Rheumatology" , "10.3899/jrheum.130293" , "https://w3id.org/oc/corpus/br/404762" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/404806" , "Prevalence of Anti-Peptidylarginine Deiminase Type 4 Antibodies in Rheumatoid Arthritis and Unaffected First-degree Relatives in Indigenous North American Populations" , "2013" , "Smolik - I." , "The Journal of Rheumatology" , "9" , "40" , "1523--1528" , "The Journal of Rheumatology" , "10.3899/jrheum.130293" , "https://w3id.org/oc/corpus/br/2773394" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/404806" , "Prevalence of Anti-Peptidylarginine Deiminase Type 4 Antibodies in Rheumatoid Arthritis and Unaffected First-degree Relatives in Indigenous North American Populations" , "2013" , "Smolik - I." , "The Journal of Rheumatology" , "9" , "40" , "1523--1528" , "The Journal of Rheumatology" , "10.3899/jrheum.130293" , "https://w3id.org/oc/corpus/br/2845548" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/404806" , "Prevalence of Anti-Peptidylarginine Deiminase Type 4 Antibodies in Rheumatoid Arthritis and Unaffected First-degree Relatives in Indigenous North American Populations" , "2013" , "Smolik - I." , "The Journal of Rheumatology" , "9" , "40" , "1523--1528" , "The Journal of Rheumatology" , "10.3899/jrheum.130293" , "https://w3id.org/oc/corpus/br/3646334" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/404806" , "Prevalence of Anti-Peptidylarginine Deiminase Type 4 Antibodies in Rheumatoid Arthritis and Unaffected First-degree Relatives in Indigenous North American Populations" , "2013" , "Choromanski - T. L." , "The Journal of Rheumatology" , "9" , "40" , "1523--1528" , "The Journal of Rheumatology" , "10.3899/jrheum.130293" , "https://w3id.org/oc/corpus/br/404762" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/404806" , "Prevalence of Anti-Peptidylarginine Deiminase Type 4 Antibodies in Rheumatoid Arthritis and Unaffected First-degree Relatives in Indigenous North American Populations" , "2013" , "Choromanski - T. L." , "The Journal of Rheumatology" , "9" , "40" , "1523--1528" , "The Journal of Rheumatology" , "10.3899/jrheum.130293" , "https://w3id.org/oc/corpus/br/2773394" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/404806" , "Prevalence of Anti-Peptidylarginine Deiminase Type 4 Antibodies in Rheumatoid Arthritis and Unaffected First-degree Relatives in Indigenous North American Populations" , "2013" , "Choromanski - T. L." , "The Journal of Rheumatology" , "9" , "40" , "1523--1528" , "The Journal of Rheumatology" , "10.3899/jrheum.130293" , "https://w3id.org/oc/corpus/br/2845548" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/404806" , "Prevalence of Anti-Peptidylarginine Deiminase Type 4 Antibodies in Rheumatoid Arthritis and Unaffected First-degree Relatives in Indigenous North American Populations" , "2013" , "Choromanski - T. L." , "The Journal of Rheumatology" , "9" , "40" , "1523--1528" , "The Journal of Rheumatology" , "10.3899/jrheum.130293" , "https://w3id.org/oc/corpus/br/3646334" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/404806" , "Prevalence of Anti-Peptidylarginine Deiminase Type 4 Antibodies in Rheumatoid Arthritis and Unaffected First-degree Relatives in Indigenous North American Populations" , "2013" , "Robinson - D. B." , "The Journal of Rheumatology" , "9" , "40" , "1523--1528" , "The Journal of Rheumatology" , "10.3899/jrheum.130293" , "https://w3id.org/oc/corpus/br/404762" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/404806" , "Prevalence of Anti-Peptidylarginine Deiminase Type 4 Antibodies in Rheumatoid Arthritis and Unaffected First-degree Relatives in Indigenous North American Populations" , "2013" , "Robinson - D. B." , "The Journal of Rheumatology" , "9" , "40" , "1523--1528" , "The Journal of Rheumatology" , "10.3899/jrheum.130293" , "https://w3id.org/oc/corpus/br/2773394" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/203913" , "Consensus Statements for the Use of Administrative Health Data in Rheumatic Disease Research and Surveillance" , "2012" , "Paterson - M." , "The Journal of Rheumatology" , "1" , "40" , "66--73" , "The Journal of Rheumatology" , "10.3899/jrheum.120835" , "https://w3id.org/oc/corpus/br/2661232" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/203913" , "Consensus Statements for the Use of Administrative Health Data in Rheumatic Disease Research and Surveillance" , "2012" , "Raymond - C." , "The Journal of Rheumatology" , "1" , "40" , "66--73" , "The Journal of Rheumatology" , "10.3899/jrheum.120835" , "https://w3id.org/oc/corpus/br/203906" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/203913" , "Consensus Statements for the Use of Administrative Health Data in Rheumatic Disease Research and Surveillance" , "2012" , "Raymond - C." , "The Journal of Rheumatology" , "1" , "40" , "66--73" , "The Journal of Rheumatology" , "10.3899/jrheum.120835" , "https://w3id.org/oc/corpus/br/2661232" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/203913" , "Consensus Statements for the Use of Administrative Health Data in Rheumatic Disease Research and Surveillance" , "2012" , "Solomon - D." , "The Journal of Rheumatology" , "1" , "40" , "66--73" , "The Journal of Rheumatology" , "10.3899/jrheum.120835" , "https://w3id.org/oc/corpus/br/203906" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/203913" , "Consensus Statements for the Use of Administrative Health Data in Rheumatic Disease Research and Surveillance" , "2012" , "Solomon - D." , "The Journal of Rheumatology" , "1" , "40" , "66--73" , "The Journal of Rheumatology" , "10.3899/jrheum.120835" , "https://w3id.org/oc/corpus/br/2661232" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/203913" , "Consensus Statements for the Use of Administrative Health Data in Rheumatic Disease Research and Surveillance" , "2012" , "Suissa - S." , "The Journal of Rheumatology" , "1" , "40" , "66--73" , "The Journal of Rheumatology" , "10.3899/jrheum.120835" , "https://w3id.org/oc/corpus/br/203906" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/203913" , "Consensus Statements for the Use of Administrative Health Data in Rheumatic Disease Research and Surveillance" , "2012" , "Suissa - S." , "The Journal of Rheumatology" , "1" , "40" , "66--73" , "The Journal of Rheumatology" , "10.3899/jrheum.120835" , "https://w3id.org/oc/corpus/br/2661232" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/203913" , "Consensus Statements for the Use of Administrative Health Data in Rheumatic Disease Research and Surveillance" , "2012" , "Vinet - E." , "The Journal of Rheumatology" , "1" , "40" , "66--73" , "The Journal of Rheumatology" , "10.3899/jrheum.120835" , "https://w3id.org/oc/corpus/br/203906" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/203913" , "Consensus Statements for the Use of Administrative Health Data in Rheumatic Disease Research and Surveillance" , "2012" , "Vinet - E." , "The Journal of Rheumatology" , "1" , "40" , "66--73" , "The Journal of Rheumatology" , "10.3899/jrheum.120835" , "https://w3id.org/oc/corpus/br/2661232" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/203913" , "Consensus Statements for the Use of Administrative Health Data in Rheumatic Disease Research and Surveillance" , "2012" , "Lacaille - D." , "The Journal of Rheumatology" , "1" , "40" , "66--73" , "The Journal of Rheumatology" , "10.3899/jrheum.120835" , "https://w3id.org/oc/corpus/br/203906" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/203913" , "Consensus Statements for the Use of Administrative Health Data in Rheumatic Disease Research and Surveillance" , "2012" , "Lacaille - D." , "The Journal of Rheumatology" , "1" , "40" , "66--73" , "The Journal of Rheumatology" , "10.3899/jrheum.120835" , "https://w3id.org/oc/corpus/br/2661232" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/203913" , "Consensus Statements for the Use of Administrative Health Data in Rheumatic Disease Research and Surveillance" , "2012" , "Avina-Zubieta - A." , "The Journal of Rheumatology" , "1" , "40" , "66--73" , "The Journal of Rheumatology" , "10.3899/jrheum.120835" , "https://w3id.org/oc/corpus/br/203906" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/203913" , "Consensus Statements for the Use of Administrative Health Data in Rheumatic Disease Research and Surveillance" , "2012" , "Avina-Zubieta - A." , "The Journal of Rheumatology" , "1" , "40" , "66--73" , "The Journal of Rheumatology" , "10.3899/jrheum.120835" , "https://w3id.org/oc/corpus/br/2661232" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/203913" , "Consensus Statements for the Use of Administrative Health Data in Rheumatic Disease Research and Surveillance" , "2012" , "Fortin - P." , "The Journal of Rheumatology" , "1" , "40" , "66--73" , "The Journal of Rheumatology" , "10.3899/jrheum.120835" , "https://w3id.org/oc/corpus/br/203906" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/203913" , "Consensus Statements for the Use of Administrative Health Data in Rheumatic Disease Research and Surveillance" , "2012" , "Fortin - P." , "The Journal of Rheumatology" , "1" , "40" , "66--73" , "The Journal of Rheumatology" , "10.3899/jrheum.120835" , "https://w3id.org/oc/corpus/br/2661232" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/203913" , "Consensus Statements for the Use of Administrative Health Data in Rheumatic Disease Research and Surveillance" , "2012" , "Hudson - M." , "The Journal of Rheumatology" , "1" , "40" , "66--73" , "The Journal of Rheumatology" , "10.3899/jrheum.120835" , "https://w3id.org/oc/corpus/br/203906" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/203913" , "Consensus Statements for the Use of Administrative Health Data in Rheumatic Disease Research and Surveillance" , "2012" , "Hudson - M." , "The Journal of Rheumatology" , "1" , "40" , "66--73" , "The Journal of Rheumatology" , "10.3899/jrheum.120835" , "https://w3id.org/oc/corpus/br/2661232" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/203913" , "Consensus Statements for the Use of Administrative Health Data in Rheumatic Disease Research and Surveillance" , "2012" , "Jean - S." , "The Journal of Rheumatology" , "1" , "40" , "66--73" , "The Journal of Rheumatology" , "10.3899/jrheum.120835" , "https://w3id.org/oc/corpus/br/203906" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/203913" , "Consensus Statements for the Use of Administrative Health Data in Rheumatic Disease Research and Surveillance" , "2012" , "Jean - S." , "The Journal of Rheumatology" , "1" , "40" , "66--73" , "The Journal of Rheumatology" , "10.3899/jrheum.120835" , "https://w3id.org/oc/corpus/br/2661232" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/203913" , "Consensus Statements for the Use of Administrative Health Data in Rheumatic Disease Research and Surveillance" , "2012" , "Rahme - E." , "The Journal of Rheumatology" , "1" , "40" , "66--73" , "The Journal of Rheumatology" , "10.3899/jrheum.120835" , "https://w3id.org/oc/corpus/br/203906" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/203913" , "Consensus Statements for the Use of Administrative Health Data in Rheumatic Disease Research and Surveillance" , "2012" , "Rahme - E." , "The Journal of Rheumatology" , "1" , "40" , "66--73" , "The Journal of Rheumatology" , "10.3899/jrheum.120835" , "https://w3id.org/oc/corpus/br/2661232" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/203913" , "Consensus Statements for the Use of Administrative Health Data in Rheumatic Disease Research and Surveillance" , "2012" , "Solomon - D." , "The Journal of Rheumatology" , "1" , "40" , "66--73" , "The Journal of Rheumatology" , "10.3899/jrheum.120835" , "https://w3id.org/oc/corpus/br/203906" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/203913" , "Consensus Statements for the Use of Administrative Health Data in Rheumatic Disease Research and Surveillance" , "2012" , "Solomon - D." , "The Journal of Rheumatology" , "1" , "40" , "66--73" , "The Journal of Rheumatology" , "10.3899/jrheum.120835" , "https://w3id.org/oc/corpus/br/2661232" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/203913" , "Consensus Statements for the Use of Administrative Health Data in Rheumatic Disease Research and Surveillance" , "2012" , "Whitehead - G." , "The Journal of Rheumatology" , "1" , "40" , "66--73" , "The Journal of Rheumatology" , "10.3899/jrheum.120835" , "https://w3id.org/oc/corpus/br/203906" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/203913" , "Consensus Statements for the Use of Administrative Health Data in Rheumatic Disease Research and Surveillance" , "2012" , "Whitehead - G." , "The Journal of Rheumatology" , "1" , "40" , "66--73" , "The Journal of Rheumatology" , "10.3899/jrheum.120835" , "https://w3id.org/oc/corpus/br/2661232" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/203913" , "Consensus Statements for the Use of Administrative Health Data in Rheumatic Disease Research and Surveillance" , "2012" , "Barber - C." , "The Journal of Rheumatology" , "1" , "40" , "66--73" , "The Journal of Rheumatology" , "10.3899/jrheum.120835" , "https://w3id.org/oc/corpus/br/203906" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/203913" , "Consensus Statements for the Use of Administrative Health Data in Rheumatic Disease Research and Surveillance" , "2012" , "Barber - C." , "The Journal of Rheumatology" , "1" , "40" , "66--73" , "The Journal of Rheumatology" , "10.3899/jrheum.120835" , "https://w3id.org/oc/corpus/br/2661232" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/203913" , "Consensus Statements for the Use of Administrative Health Data in Rheumatic Disease Research and Surveillance" , "2012" , "Kuriya - B." , "The Journal of Rheumatology" , "1" , "40" , "66--73" , "The Journal of Rheumatology" , "10.3899/jrheum.120835" , "https://w3id.org/oc/corpus/br/203906" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/203913" , "Consensus Statements for the Use of Administrative Health Data in Rheumatic Disease Research and Surveillance" , "2012" , "Kuriya - B." , "The Journal of Rheumatology" , "1" , "40" , "66--73" , "The Journal of Rheumatology" , "10.3899/jrheum.120835" , "https://w3id.org/oc/corpus/br/2661232" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/203913" , "Consensus Statements for the Use of Administrative Health Data in Rheumatic Disease Research and Surveillance" , "2012" , "Labrecque - J." , "The Journal of Rheumatology" , "1" , "40" , "66--73" , "The Journal of Rheumatology" , "10.3899/jrheum.120835" , "https://w3id.org/oc/corpus/br/203906" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/203913" , "Consensus Statements for the Use of Administrative Health Data in Rheumatic Disease Research and Surveillance" , "2012" , "Labrecque - J." , "The Journal of Rheumatology" , "1" , "40" , "66--73" , "The Journal of Rheumatology" , "10.3899/jrheum.120835" , "https://w3id.org/oc/corpus/br/2661232" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/203913" , "Consensus Statements for the Use of Administrative Health Data in Rheumatic Disease Research and Surveillance" , "2012" , "Leong - A." , "The Journal of Rheumatology" , "1" , "40" , "66--73" , "The Journal of Rheumatology" , "10.3899/jrheum.120835" , "https://w3id.org/oc/corpus/br/203906" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/203913" , "Consensus Statements for the Use of Administrative Health Data in Rheumatic Disease Research and Surveillance" , "2012" , "Leong - A." , "The Journal of Rheumatology" , "1" , "40" , "66--73" , "The Journal of Rheumatology" , "10.3899/jrheum.120835" , "https://w3id.org/oc/corpus/br/2661232" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/203913" , "Consensus Statements for the Use of Administrative Health Data in Rheumatic Disease Research and Surveillance" , "2012" , "Sirois - C." , "The Journal of Rheumatology" , "1" , "40" , "66--73" , "The Journal of Rheumatology" , "10.3899/jrheum.120835" , "https://w3id.org/oc/corpus/br/203906" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/203913" , "Consensus Statements for the Use of Administrative Health Data in Rheumatic Disease Research and Surveillance" , "2012" , "Sirois - C." , "The Journal of Rheumatology" , "1" , "40" , "66--73" , "The Journal of Rheumatology" , "10.3899/jrheum.120835" , "https://w3id.org/oc/corpus/br/2661232" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/424439" , "The OMERACT Psoriatic Arthritis Magnetic Resonance Imaging Scoring System (PsAMRIS): Definitions of Key Pathologies, Suggested MRI Sequences, and Preliminary Scoring System for PsA Hands" , "2009" , "COATES - L." , "The Journal of Rheumatology" , "8" , "36" , "1816--1824" , "The Journal of Rheumatology" , "10.3899/jrheum.090352" , "https://w3id.org/oc/corpus/br/5691020" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/424439" , "The OMERACT Psoriatic Arthritis Magnetic Resonance Imaging Scoring System (PsAMRIS): Definitions of Key Pathologies, Suggested MRI Sequences, and Preliminary Scoring System for PsA Hands" , "2009" , "COATES - L." , "The Journal of Rheumatology" , "8" , "36" , "1816--1824" , "The Journal of Rheumatology" , "10.3899/jrheum.090352" , "https://w3id.org/oc/corpus/br/5808845" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/424439" , "The OMERACT Psoriatic Arthritis Magnetic Resonance Imaging Scoring System (PsAMRIS): Definitions of Key Pathologies, Suggested MRI Sequences, and Preliminary Scoring System for PsA Hands" , "2009" , "COATES - L." , "The Journal of Rheumatology" , "8" , "36" , "1816--1824" , "The Journal of Rheumatology" , "10.3899/jrheum.090352" , "https://w3id.org/oc/corpus/br/6669375" ,
