 "publication_type" , "journal_article" , "title" , "publication_year" , "author_name" , "journal_name" , "journal_issue_number" , "journal_volume_number" , "startEndPages" , "publisher_name" , "doi" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Lien - D. C." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Limper - A. H." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Liossis - S.-N. C." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Lohr - K. M." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Loyd - J. E." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Lundberg - I. E." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Mageto - Y. N." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Maher - T. M." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Mahmud - T. H." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Manganas - H." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Marie - I." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Marras - T. K." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Martinez - J. A. B." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Martinez - F. J." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Mathieu - A." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Matucci-Cerinic - M." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Mayes - M. D." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "McKown - K. M." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Medsger - T. A." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Meehan - R. T." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Mendes - A. C." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Merkel - P. A." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Meyer - K. C." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Millar - A. B." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Miller - F. W." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Mo ulkoc - N." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Molitor - J. A." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Morais - A." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Mouthon - L." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Muller - V." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Muller-Quernheim - J." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Nadashkevich - O." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Nador - R." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Nash - P." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Nathan - S. D." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Navarro - C." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Neves - S." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Noth - I." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Nunes - H." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Oddis - C. V." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Olson - A. L." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Opitz - C. F." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Padilla - M." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Pappas - D." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Parfrey - H." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Pego-Reigosa - J. M." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Pereira - C. A. C." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Perez - R." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Phillips - K." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Pittrow - D." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Pope - J. E." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Porter - J. C." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Proudman - S. M." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Renzoni - E. A." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Richeldi - L." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Riemekasten - G." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Riley - D. J." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Rischmueller - M." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Rodriguez-Reyna - T. S." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Rojas-Serrano - J." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Roman - J." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Rosen - G. D." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Rossman - M." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Rothfield - N." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Ryu - J. H." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Sahn - S. A." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Sandorfi - N." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Sanduzzi - A." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/31380" , "A prospective study of cognitive impairment in ALS" , "1999" , "Strong - M. J." , "Neurology" , "8" , "53" , "1665--1665" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1212/wnl.53.8.1665" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/31380" , "A prospective study of cognitive impairment in ALS" , "1999" , "Grace - G. M." , "Neurology" , "8" , "53" , "1665--1665" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1212/wnl.53.8.1665" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/31380" , "A prospective study of cognitive impairment in ALS" , "1999" , "Orange - J. B." , "Neurology" , "8" , "53" , "1665--1665" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1212/wnl.53.8.1665" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/31380" , "A prospective study of cognitive impairment in ALS" , "1999" , "Leeper - H. A." , "Neurology" , "8" , "53" , "1665--1665" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1212/wnl.53.8.1665" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/31380" , "A prospective study of cognitive impairment in ALS" , "1999" , "Menon - R. S." , "Neurology" , "8" , "53" , "1665--1665" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1212/wnl.53.8.1665" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/31380" , "A prospective study of cognitive impairment in ALS" , "1999" , "Aere - C." , "Neurology" , "8" , "53" , "1665--1665" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1212/wnl.53.8.1665" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/31414" , "Quality of life in ALS depends on factors other than strength and physical function" , "2000" , "Simmons - Z." , "Neurology" , "3" , "55" , "388--392" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1212/wnl.55.3.388" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/31414" , "Quality of life in ALS depends on factors other than strength and physical function" , "2000" , "Bremer - B. A." , "Neurology" , "3" , "55" , "388--392" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1212/wnl.55.3.388" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/31414" , "Quality of life in ALS depends on factors other than strength and physical function" , "2000" , "Robbins - R. A." , "Neurology" , "3" , "55" , "388--392" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1212/wnl.55.3.388" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/31414" , "Quality of life in ALS depends on factors other than strength and physical function" , "2000" , "Walsh - S. M." , "Neurology" , "3" , "55" , "388--392" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1212/wnl.55.3.388" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/31414" , "Quality of life in ALS depends on factors other than strength and physical function" , "2000" , "Fischer - S." , "Neurology" , "3" , "55" , "388--392" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1212/wnl.55.3.388" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/31437" , "Assessing Quality of Life in ALS" , "2007" , "Bromberg - Mark B" , "Journal of Clinical Neuromuscular Disease" , "2" , "9" , "318--325" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/cnd.0b013e31815af9b7" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/31447" , "Religiousness is related to quality of life in patients with ALS" , "2003" , "Walsh - S. M." , "Neurology" , "9" , "60" , "1527--1529" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1212/01.wnl.0000058767.05265.f3" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/31447" , "Religiousness is related to quality of life in patients with ALS" , "2003" , "Bremer - B. A." , "Neurology" , "9" , "60" , "1527--1529" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1212/01.wnl.0000058767.05265.f3" ,
